Date,Account,Description,Category,Tags,Amount
2019-08-16,"Sapphire Reserve","My Canh Chinese Restaurant","Restaurants",,-15.97
2019-08-16,"Sapphire Reserve","Sichuanese Cuisine","Restaurants",,-42.59
2019-08-16,"Sapphire Reserve","85c Bakery Cafe","Restaurants",,-10
2019-08-16,"Sapphire Reserve","Payment Thank You - Web","Credit Card Payments",,499.35
2019-08-15,"Sapphire Reserve","Utd Marketplace","Groceries",,-130
2019-08-15,"Sapphire Reserve","Good Fortune Supermark","Groceries",,-9.29
2019-08-15,"Sapphire Reserve","Utd Marketplace","Groceries",,-144
2019-08-15,"Sapphire Reserve","Glamour Hair Salon","Personal Care",,-16
2019-08-15,"Sapphire Reserve","Uber","Travel",,-187.24
2019-08-15,"Securities - Ending in 6900","Apple Inc - Cash Div On 169 Shs","Investment Income",,130.13
2019-08-14,"Total Checking - Ending in 1220","Atm Cash Deposit 08/14 100 N Central Expy Richardson Tx","Deposits",,1400
2019-08-14,"Total Checking - Ending in 1220","Paypal","Other Income",,355.12
2019-08-14,"Total Checking - Ending in 1220","Atm Cash Deposit 08/14 100 N Central Expy Richardson Tx","Deposits",,3000
2019-08-14,"Sapphire Reserve","Kung Fu Tea","Restaurants",,-14.18
2019-08-14,"Sapphire Reserve","My Canh Chinese Restaurant","Restaurants",,-63.94
2019-08-13,"Venmo Bank Account","Thu Le Paid Quang Tran Chinese","Other Income",,30
2019-08-13,"Costco Anywhere","Costco Whse #1266 Dallas Tx","Groceries",,-21
2019-08-13,"Costco Anywhere","Costco Gas Stations","Gasoline/Fuel",,-23.67
2019-08-13,"Sapphire Reserve","Sichuan King","Restaurants",,-35.69
2019-08-13,"Sapphire Reserve","Uber","Travel",,-32.03
2019-08-13,"Total Checking - Ending in 1220","Paypal","Transfers",,-205.89
2019-08-13,"Total Checking - Ending in 1220","Citibank","Credit Card Payments",,-52.54
2019-08-13,"Total Checking - Ending in 1220","Fb *nhat Dao Pay.fb.com Ca08/12","Online Services",,-14
2019-08-12,"Amazon Prime - Ending in 0790","Amazon","Entertainment",,-12.98
2019-08-12,"Sapphire Reserve","Da Nang Quan","Restaurants",,-34.02
2019-08-12,"Sapphire Reserve","Payment Thank You - Web","Credit Card Payments",,407.83
2019-08-12,"Freedom Unlimited","Payment Thank You - Web","Credit Card Payments",,172.17
2019-08-12,"Total Checking - Ending in 1220","Chase","Credit Card Payments",,-407.83
2019-08-12,"Total Checking - Ending in 1220","Paypal","Transfers",,-64.99
2019-08-12,"Total Checking - Ending in 1220","Chase","Credit Card Payments",,-172.17
2019-08-12,"Costco Anywhere","Online Payment, Thank You","Credit Card Payments",,52.54
2019-08-11,"Venmo Bank Account","Square","Groceries",,-33
2019-08-11,"Amazon Prime - Ending in 0790","Sq *laundre","Personal Care",,-9.25
2019-08-11,"Sapphire Reserve","Uber","Travel",,-6.43
2019-08-11,"Sapphire Reserve","Uber","Travel",,-17.77
2019-08-11,"Sapphire Reserve","Mongolian Barbeque","Restaurants",,-40.86
2019-08-11,"Sapphire Reserve","Los Partales","Other Expenses",,-28.25
2019-08-11,"Sapphire Reserve","Uber","Travel",,-9.76
2019-08-09,"Total Checking - Ending in 1220","Apple","Paychecks/Salary",,1758.66
2019-08-09,"Sapphire Reserve","Uber","Travel",,-32.78
2019-08-09,"Freedom Unlimited","Spirit Airlines","Travel",,-69.95
2019-08-09,"Freedom Unlimited","State Farm","Insurance",,-102.22
2019-08-08,"Sapphire Reserve","Mediterranean","Restaurants",,-16.01
2019-08-08,"Sapphire Reserve","Kung Fu Tea","Restaurants",,-5.68
2019-08-08,"Costco Anywhere","Costco Whse #1266 Dallas Tx","Groceries",,-32.58
2019-08-07,"Amazon Prime - Ending in 0790","Payment Thank You - Web","Credit Card Payments",,20.54
2019-08-07,"Sapphire Reserve","Dallas Superstore","Groceries",,-8.28
2019-08-07,"Sapphire Reserve","Chipotle Mexican Grill","Restaurants",,-7.52
2019-08-07,"Sapphire Reserve","Payment Thank You - Web","Credit Card Payments",,1132.9
2019-08-07,"Sapphire Reserve","Pho Bang Restaurant","Restaurants",,-13.75
2019-08-07,"Total Checking - Ending in 1220","Chase","Credit Card Payments",,-20.54
2019-08-07,"Total Checking - Ending in 1220","Quickpay With Zelle Payment To Tung Jpmxxxxx7912","Entertainment",,-52
2019-08-07,"Total Checking - Ending in 1220","Chase","Credit Card Payments",,-1132.9
2019-08-06,"Total Checking - Ending in 1220","Paypal Inst Xfer Netflix.com Web Id: Paypalsi77","Dues & Subscriptions",,-14.06
2019-08-06,"Amazon Prime - Ending in 0790","Amazon","General Merchandise",,-20.54
2019-08-06,"Sapphire Reserve","Kung Fu Tea","Restaurants",,-5.68
2019-08-06,"Sapphire Reserve","Ohana Hawaiian Bbq","Restaurants",,-9.73
2019-08-05,"Sapphire Reserve","Manna Bbq","Restaurants",,-38.6
2019-08-05,"Sapphire Reserve","Apple","Electronics",,-1020.8
2019-08-05,"Sapphire Reserve","T Phuong Nam Restaurant","Restaurants",,-14.94
2019-08-05,"Total Checking - Ending in 1220","Chase","Credit Card Payments",,-10.63
2019-08-05,"Total Checking - Ending in 1220","Fb *nhat Dao Visa Direct Caxx4400 08/05","Expense Reimbursement",,-7
2019-08-04,"Sapphire Reserve","Pho Bac Restaurant","Restaurants",,-11
2019-08-04,"Sapphire Reserve","Kung Fu Tea","Restaurants",,-4.6
2019-08-04,"Freedom Unlimited","Payment Thank You - Web","Credit Card Payments",,10.63
2019-08-02,"Freedom Unlimited","Wal-mart #8930","Groceries",,-10.63
2019-08-02,"Freedom Unlimited","Payment Thank You - Web","Credit Card Payments",,120.15
2019-08-02,"Freedom Unlimited","La Me Restaurant","Restaurants",,-13.7
2019-08-02,"Total Checking - Ending in 1220","Shopify","Transfers",,-51.5
2019-08-02,"Total Checking - Ending in 1220","Chase","Credit Card Payments",,-120.15
2019-08-02,"Total Checking - Ending in 1220","Udemy","Education",,-10.99
2019-08-02,"Total Checking - Ending in 1220","Chase","Credit Card Payments",,-42.22
2019-08-02,"Total Checking - Ending in 1220","Chase","Credit Card Payments",,-94.89
2019-08-02,"Amazon Prime - Ending in 0790","Payment Thank You - Web","Credit Card Payments",,42.22
2019-08-02,"Sapphire Reserve","Payment Thank You - Web","Credit Card Payments",,94.89
2019-08-01,"Freedom Unlimited","Aznn Llc","Restaurants",,-4.6
2019-08-01,"Freedom Unlimited","85c Bakery Cafe","Restaurants",,-5.95
2019-08-01,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-19.96
2019-07-31,"Total Checking - Ending in 1220","Paypal Inst Xfer Medium.com Web Id: Paypalsi77","Dues & Subscriptions",,-5
2019-07-30,"Freedom Unlimited","Popeyes Louisiana Kitchen","Restaurants",,-11.9
2019-07-30,"Freedom Unlimited","Sq *ks Song Inc","Restaurants",,-4.73
2019-07-29,"Freedom Unlimited","Pho Bang Restaurant","Restaurants",,-13.75
2019-07-29,"Freedom Unlimited","Mcdonald's","Restaurants",,-8.1
2019-07-29,"Freedom Unlimited","Taqueria","Restaurants",,-12.44
2019-07-29,"Freedom Unlimited","7-eleven","Groceries",,-5.89
2019-07-29,"Amazon Prime - Ending in 0790","Amazon.com","General Merchandise",,-42.22
2019-07-28,"Freedom Unlimited","Exxonmobil Xxxx6427","Restaurants",,-6.58
2019-07-28,"Freedom Unlimited","Quoc Bao Bakery Lo Banh M","Restaurants",,-8.12
2019-07-26,"Freedom Unlimited","Banh Cuon Thang Long","Restaurants",,-10
2019-07-26,"Freedom Unlimited","Royal Sichuan","Restaurants",,-14.39
2019-07-26,"Total Checking - Ending in 1220","Citibank","Credit Card Payments",,-59.07
2019-07-26,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,1758.66
2019-07-26,"Sapphire Reserve","Hellofresh","Groceries",,-76.87
2019-07-26,"Securities - Ending in 6900","Interest On Cash Balance - At 0.049% 06/26 Thru 07/25","Investment Income",,0.01
2019-07-25,"Venmo Bank Account","NTPSA fee","Other Income",,120
2019-07-25,"Sapphire Reserve","Coffee","Restaurants",,-3.24
2019-07-24,"Venmo Bank Account","NTPSA fee","Service Charges/Fees",,-240
2019-07-24,"Venmo Bank Account","Loc Nguyen Paid Quang Tran","Other Income",,22
2019-07-24,"Costco Anywhere","Online Payment, Thank You","Credit Card Payments",,59.07
2019-07-23,"Sapphire Reserve","Motel 6","Travel",,-91.25
2019-07-23,"Sapphire Reserve","Mediterranean","Restaurants",,-14.78
2019-07-23,"Total Checking - Ending in 1220","Citibank","Credit Card Payments",,-41.56
2019-07-22,"Sapphire Reserve","Chevron","Gasoline/Fuel",,-17.01
2019-07-22,"Sapphire Reserve","Flo Paris 3","Groceries",,-2.98
2019-07-22,"Sapphire Reserve","Payment Thank You - Web","Credit Card Payments",,234.56
2019-07-22,"Sapphire Reserve","Sinh Sinh Restaurant","Restaurants",,-24.75
2019-07-22,"Sapphire Reserve","Shell","Gasoline/Fuel",,-25
2019-07-22,"Sapphire Reserve","Rice - Parking","Travel",,-11
2019-07-22,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-20.04
2019-07-22,"Costco Anywhere","Costco Whse #1266 Dallas Tx","Groceries",,-33.44
2019-07-22,"Total Checking - Ending in 1220","Pro Touch Soccer","Entertainment",,-15
2019-07-22,"Total Checking - Ending in 1220","Atm Withdrawalxx1214 07/xxx2900 Coi","ATM/Cash",,-100
2019-07-22,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-234.56
2019-07-22,"Venmo Bank Account","Huy Pham Paid Quang Tran Ga","Other Income",,10
2019-07-22,"Venmo Bank Account","Lan Vu Paid Quang Tran G","Other Income",,10
2019-07-22,"Venmo Bank Account","Quang Tran Charged Vi Vo Gas","Other Income",,10
2019-07-22,"Costco Anywhere","Online Payment, Thank You","Credit Card Payments",,41.56
2019-07-21,"Sapphire Reserve","Royal Sichuan","Restaurants",,-42.1
2019-07-21,"Sapphire Reserve","Aznn Llc","Restaurants",,-5.4
2019-07-21,"Venmo Bank Account","Vi Vo Paid Quang Tran Vi","Other Income",,18.25
2019-07-21,"Venmo Bank Account","Nam Giao","Restaurants",,-20
2019-07-20,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-5.59
2019-07-19,"Sapphire Reserve","Payment Thank You - Web","Credit Card Payments",,3136.03
2019-07-19,"Sapphire Reserve","Mediterranean","Restaurants",,-14.78
2019-07-19,"Sapphire Reserve","Wal-mart #5931","Groceries",,-11.27
2019-07-19,"Sapphire Reserve","Duc Chuong Midnite Bun Bo","Restaurants",,-14.98
2019-07-19,"Venmo Bank Account","Huy Pham Paid Quang Tran","Other Income",,18.25
2019-07-19,"Venmo Bank Account","Lan Vu Paid Quang Tran M","Other Income",,18.25
2019-07-19,"Total Checking - Ending in 1220","Soccer","Entertainment",,-10
2019-07-19,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-3136.03
2019-07-19,"Chase Savings - Ending in 7709","Federal Interest Withheld","Service Charges/Fees",,-0.04
2019-07-19,"Chase Savings - Ending in 7709","Interest Payment","Interest",,0.17
2019-07-18,"Sapphire Reserve","Apple Inc","Electronics",,-999.38
2019-07-18,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-15.79
2019-07-17,"Sapphire Reserve","Chipotle","Restaurants",,-9.74
2019-07-17,"Sapphire Reserve","Garden Restaurant.","Restaurants",,-23.53
2019-07-17,"Sapphire Reserve","Apple Inc","Electronics",,-1181.28
2019-07-17,"Sapphire Reserve","Apple Inc","Electronics",,-699.78
2019-07-17,"Sapphire Reserve","Hellofresh","Groceries",,-69.88
2019-07-17,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-128.82
2019-07-17,"Amazon Prime - Ending in 0790","Payment Thank You - Web","Credit Card Payments",,128.82
2019-07-17,"Venmo Bank Account","Sport Ticket","Entertainment",,-91.74
2019-07-16,"Sapphire Reserve","Garden Restaurant.","Restaurants",,-20.73
2019-07-16,"Sapphire Reserve","Bbq King","Restaurants",,-24.88
2019-07-16,"Amazon Prime - Ending in 0790","Amazon.com","Dues & Subscriptions",,-128.82
2019-07-15,"Total Checking - Ending in 1220","Quickpay With Zelle Payment To Thomas Do Jpmxxxxx2563","Transfers",,-125
2019-07-15,"Total Checking - Ending in 1220","Quickpay With Zelle Payment To Hoa Xxxxxx4548","Transfers",,-27
2019-07-15,"Total Checking - Ending in 1220","Venmo Cashoutppd Id: Xxxxxx1992","Transfers",,1000
2019-07-14,"Sapphire Reserve","Uniqlo","Clothing/Shoes",,-17.1
2019-07-14,"Sapphire Reserve","Aznn Llc","Restaurants",,-5.4
2019-07-14,"Sapphire Reserve","Royal Sichuan","Restaurants",,-20
2019-07-14,"Venmo Bank Account","Transfer To Bank Jpmorgan Chase 1220","Transfers",,-1000
2019-07-12,"Sapphire Reserve","Aznn Llc","Restaurants",,-6.21
2019-07-12,"Sapphire Reserve","Chang Jing Korean Restaur","Restaurants",,-11.18
2019-07-12,"Sapphire Reserve","Chipotle","Restaurants",,-7.52
2019-07-12,"Sapphire Reserve","Hawaiian Bbq","Restaurants",,-10.27
2019-07-12,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-25.77
2019-07-12,"Total Checking - Ending in 1220","Transfer","Transfers",,-3998.48
2019-07-12,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,1758.97
2019-07-12,"Chase Savings - Ending in 7709","Transfer","Transfers",,3998.48
2019-07-11,"Freedom Unlimited","Payment Thank You-mobile","Credit Card Payments",,102.22
2019-07-11,"Sapphire Reserve","Aznn Llc","Restaurants",,-3.19
2019-07-11,"Sapphire Reserve","Payment Thank You-mobile","Credit Card Payments",,171.38
2019-07-11,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-102.22
2019-07-11,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-171.38
2019-07-11,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,21435.46
2019-07-10,"Freedom Unlimited","State Farm","Insurance",,-102.22
2019-07-10,"Sapphire Reserve","Lee's Sandwiches","Restaurants",,-15.54
2019-07-10,"Venmo Bank Account","Sonny Pham Paid Quang Tran For Bills On Splitwise Com","Expense Reimbursement",,33.18
2019-07-09,"Sapphire Reserve","Lotte Dfs Incheon(termina","Gifts",,-46
2019-07-09,"Sapphire Reserve","Aznn Llc","Restaurants",,-3.19
2019-07-08,"Sapphire Reserve","Pho Bang Restaurant","Restaurants",,-10
2019-07-08,"Venmo Bank Account","Quang Tran Charged My Bach Iphone","Expense Reimbursement",,1160.24
2019-07-08,"Total Checking - Ending in 1220","Netflix","Dues & Subscriptions",,-14.06
2019-07-08,"Total Checking - Ending in 1220","Foreign Exchange","Service Charges/Fees",,-2.18
2019-07-08,"Total Checking - Ending in 1220","Atm Fee","Service Charges/Fees",,-5
2019-07-08,"Total Checking - Ending in 1220","Netflix","Expense Reimbursement",,-7
2019-07-08,"Total Checking - Ending in 1220","Overcharged reimbursement","Expense Reimbursement",,20
2019-07-08,"Total Checking - Ending in 1220","Cash Withdrawal","ATM/Cash",,-72.51
2019-07-07,"Venmo Bank Account","Uber","Travel",,-37.46
2019-07-05,"Total Checking - Ending in 1220","Rent","Rent",,-400
2019-07-03,"Sapphire Reserve","Agoda","Travel",,-27.58
2019-07-03,"Total Checking - Ending in 1220","Foreign Exchange","Service Charges/Fees",,-0.51
2019-07-03,"Total Checking - Ending in 1220","Atm Fee","Service Charges/Fees",,-5
2019-07-03,"Total Checking - Ending in 1220","Cash Withdrawal","ATM/Cash",,-17.02
2019-07-01,"Total Checking - Ending in 1220","Subscription Acorns Vzy8db Web Id: Xxxxxx2693","Dues & Subscriptions",,-1
2019-07-01,"Total Checking - Ending in 1220","Medium","Dues & Subscriptions",,-5
2019-06-28,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,1758.98
2019-06-27,"Venmo Bank Account","For a Trung's Medical Bill","Charitable Giving",,-50
2019-06-27,"Total Checking - Ending in 1220","Comenity","Credit Card Payments",,-32.46
2019-06-26,"Sapphire Reserve","Saigon.","Restaurants",,-17.11
2019-06-26,"Sapphire Reserve","The Crab Station & Oyster","Restaurants",,-34.02
2019-06-26,"Venmo Bank Account","Venmo Inc","Telephone",,-33.75
2019-06-26,"Securities - Ending in 6900","Interest On Cash Balance - At 0.049% 05/26 Thru 06/25","Investment Income",,0.01
2019-06-26,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-7.83
2019-06-26,"Total Checking - Ending in 1220","Robinhood Fundsppd Id: Xxxxxx4776","Other Income",,7094.14
2019-06-25,"Sapphire Reserve","Adidas","Clothing/Shoes",,-51.96
2019-06-25,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-79.42
2019-06-25,"Total Checking - Ending in 1220","Quickpay With Zelle Payment Fromnhat A Dao Xxxxxx2515","Transfers",,1794.17
2019-06-25,"Amazon Prime - Ending in 0790","Payment Thank You - Web","Credit Card Payments",,79.42
2019-06-24,"Sapphire Reserve","Payment Thank You - Web","Credit Card Payments",,2146.61
2019-06-24,"Sapphire Reserve","The Cajun Corner","Restaurants",,-34.81
2019-06-24,"Sapphire Reserve","Total Wine And More 505","Gifts",,-16.23
2019-06-24,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-2146.61
2019-06-24,"Total Checking - Ending in 1220","Citibank","Credit Card Payments",,-64.45
2019-06-24,"Total Checking - Ending in 1220","Remote Online Deposit #1","Deposits",,91.51
2019-06-23,"Sapphire Reserve","Adidas","Clothing/Shoes",,-43.3
2019-06-23,"Sapphire Reserve","My Canh Chinese Restauran","Restaurants",,-22
2019-06-23,"Sapphire Reserve","Apple Inc","Electronics",,-1794.17
2019-06-23,"Sapphire Reserve","Kung Fu Tea","Restaurants",,-12.33
2019-06-23,"Sapphire Reserve","Adidas","Clothing/Shoes",,-43.3
2019-06-23,"Amazon Prime - Ending in 0790","Amazon.com","General Merchandise",,-27.59
2019-06-23,"Amazon Prime - Ending in 0790","Amazon Marketplace","Business Miscellaneous",,-8.59
2019-06-23,"Amazon Prime - Ending in 0790","Amazon.com","General Merchandise",,-43.24
2019-06-22,"Costco Anywhere","Online Payment, Thank You","Credit Card Payments",,64.45
2019-06-21,"Sapphire Reserve","Chang Jing Korean Restaur","Restaurants",,-18.03
2019-06-21,"Sapphire Reserve","Adidas","Clothing/Shoes",,-17.32
2019-06-21,"Sapphire Reserve","Adidas","Clothing/Shoes",,-20.78
2019-06-21,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-5.91
2019-06-20,"Sapphire Reserve","Aznn Llc","Restaurants",,-2.87
2019-06-20,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-15.63
2019-06-20,"Chase Savings - Ending in 7709","Federal Interest Withheld","Service Charges/Fees",,-0.04
2019-06-20,"Chase Savings - Ending in 7709","Interest Payment","Interest",,0.18
2019-06-20,"Amazon Prime - Ending in 0790","Amazon Marketplace","Business Miscellaneous",,-33.18
2019-06-20,"Amazon Prime - Ending in 0790","Amazon.com","General Merchandise",,-10.79
2019-06-19,"Total Checking - Ending in 1220","Paypal","Transfers",,-388.04
2019-06-19,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-295.92
2019-06-19,"Amazon Prime - Ending in 0790","Payment Thank You - Web","Credit Card Payments",,295.92
2019-06-18,"Sapphire Reserve","La Me Restaurant","Restaurants",,-11.21
2019-06-17,"Total Checking - Ending in 1220","Citibank","Credit Card Payments",,-134.87
2019-06-17,"Total Checking - Ending in 1220","Atm Withdrawalxx7522 06/x5100 N Cen","ATM/Cash",,-300
2019-06-16,"Sapphire Reserve","Wal-mart #5931","Groceries",,-18.66
2019-06-16,"Sapphire Reserve","La Me Restaurant","Restaurants",,-12.45
2019-06-16,"Venmo Bank Account","Linh Tang Paid Quang Tran Airpods","Other Income",,135
2019-06-15,"Costco Anywhere","Costco Wholesale","Groceries",,-48.82
2019-06-14,"Costco Anywhere","Online Payment, Thank You","Credit Card Payments",,134.87
2019-06-14,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,1758.96
2019-06-14,"Amazon Prime - Ending in 0790","Amazon Marketplace","Business Miscellaneous",,-16.66
2019-06-14,"Amazon Prime - Ending in 0790","Airbnb","Travel",,-124.54
2019-06-14,"Amazon Prime - Ending in 0790","Amazon Marketplace","Business Miscellaneous",,-21.79
2019-06-12,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-15.87
2019-06-11,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-149.38
2019-06-11,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-10.14
2019-06-11,"Total Checking - Ending in 1220","Apple Inc. Xxxxxxxxxx Xxxxxxxxxx0056 Id: Xxxxxx4110","Other Income",,736.05
2019-06-11,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-189.27
2019-06-10,"Costco Anywhere","Exxonmobil","Gasoline/Fuel",,-15.14
2019-06-10,"Total Checking - Ending in 1220","Paypal","Online Services",,-8.38
2019-06-09,"Amazon Prime - Ending in 0790","Itunes","Entertainment",,-38.96
2019-06-09,"Amazon Prime - Ending in 0790","Christian Wedding","Gifts",,-50
2019-06-08,"Venmo Bank Account","Splitwise","Online Services",,-32.29
2019-06-06,"Total Checking - Ending in 1220","Netflix","Entertainment",,-14.06
2019-06-05,"Venmo Bank Account","Quang Tran Charged Nhat Dao Netflix","Other Income",,7
2019-06-05,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-1500
2019-06-04,"Costco Anywhere","Costco Wholesale","Groceries",,-79.34
2019-06-04,"Total Checking - Ending in 1220","Subscription Acorns C8jqz9 Web Id: Xxxxxx2693","Dues & Subscriptions",,-1
2019-06-03,"Total Checking - Ending in 1220","Venmo Inc","Online Services",,-120.9
2019-06-03,"Total Checking - Ending in 1220","Paypal","Transfers",,-12
2019-06-03,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-50.11
2019-06-03,"Total Checking - Ending in 1220","Paypal","Transfers",,-400
2019-06-02,"Amazon Prime - Ending in 0790","Payment Thank You - Web","Credit Card Payments",,50.11
2019-06-01,"Venmo Bank Account","Tony Bach Charged Quang Tran Chilli House T I T6","Restaurants",,-29.61
2019-06-01,"Venmo Bank Account","Splitwise","Online Services",,-83.61
2019-06-01,"Venmo Bank Account","Splitwise","Online Services",,-120.9
2019-06-01,"Venmo Bank Account","Quang Tran Paid Nhat Dao Quesadilla","Restaurants",,-10
2019-05-31,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-7.83
2019-05-31,"Total Checking - Ending in 1220","Paypal","Online Services",,-15.99
2019-05-31,"Total Checking - Ending in 1220","Paypal","Transfers",,-5
2019-05-31,"Total Checking - Ending in 1220","Remote Online Deposit #1","Deposits",,84.21
2019-05-31,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,1758.98
2019-05-28,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-24.52
2019-05-23,"Total Checking - Ending in 1220","Citibank","Credit Card Payments",,-25.4
2019-05-23,"Total Checking - Ending in 1220","Venmo Cashoutppd Id: Xxxxxx1992","Other Income",,600
2019-05-22,"Venmo Bank Account","Transfer To Bank Jpmorgan Chase 1220","Transfers",,-600
2019-05-22,"Costco Anywhere","Online Payment, Thank You","Credit Card Payments",,25.4
2019-05-20,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-1580.27
2019-05-20,"Chase Savings - Ending in 7709","Federal Interest Withheld","Service Charges/Fees",,-0.04
2019-05-20,"Chase Savings - Ending in 7709","Interest Payment","Interest",,0.18
2019-05-19,"Amazon Prime - Ending in 0790","Good Fortune Supermark","Groceries",,-1.58
2019-05-19,"Amazon Prime - Ending in 0790","Amazon Marketplace","Business Miscellaneous",,-15.14
2019-05-17,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-6.15
2019-05-17,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,1758.96
2019-05-16,"Venmo Bank Account","Trung Pham Paid Quang Tran N","Other Income",,13.7
2019-05-16,"Venmo Bank Account","Hoang Nguyen Paid Quang Tran G M Ng","Other Income",,13.7
2019-05-16,"Venmo Bank Account","Tuan Anh Pham Paid Quang Tran Wings","Other Income",,13.7
2019-05-16,"Venmo Bank Account","Nhat Minh Paid Quang Tran","Other Income",,13.7
2019-05-16,"Securities - Ending in 6900","Apple Inc - Cash Div On 84 Shs","Investment Income",,64.68
2019-05-15,"Venmo Bank Account","Splitwise","Online Services",,-32.29
2019-05-15,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-25.4
2019-05-15,"Total Checking - Ending in 1220","Citibank","Credit Card Payments",,-337.77
2019-05-14,"Costco Anywhere","Online Payment, Thank You","Credit Card Payments",,337.77
2019-05-14,"Amazon Prime - Ending in 0790","Dallas/fort Worth International Airport","Travel",,-2
2019-05-13,"Venmo Bank Account","Duong Nguyen Paid Quang Tran Package And China Food","Other Income",,7
2019-05-13,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-102.22
2019-05-12,"Amazon Prime - Ending in 0790","Amazon Marketplace","Business Miscellaneous",,-25.75
2019-05-12,"Amazon Prime - Ending in 0790","Jusgo Supermarket Plano","Groceries",,-5.98
2019-05-11,"Venmo Bank Account","Thu Le Paid Quang Tran Thu C Costco","Other Income",,81
2019-05-11,"Costco Anywhere","Costco Wholesale","General Merchandise",,-137.21
2019-05-10,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-6.54
2019-05-09,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-12.18
2019-05-09,"Costco Anywhere","Costco Wholesale","General Merchandise",,-49.71
2019-05-09,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-2883.94
2019-05-09,"Total Checking - Ending in 1220","Wells Fargo Ifi Dda To Ddappd Id: Intfitrvos","Other Income",,348.62
2019-05-07,"Venmo Bank Account","Thu Le Paid Quang Tran Thai Yum Yum","Other Income",,20
2019-05-06,"Total Checking - Ending in 1220","Netflix","Entertainment",,-14.06
2019-05-06,"Total Checking - Ending in 1220","Fb *nhat Dao Visa Direct Caxx0734 05/06","Credit Card Payments",,-7
2019-05-06,"Amazon Prime - Ending in 0790","Offer:starbucks","Uncategorized",,0.34
2019-05-05,"Venmo Bank Account","Thu Le Paid Quang Tran Mediterranean Buffet","Other Income",,17
2019-05-03,"Total Checking - Ending in 1220","Quickpay With Zelle Payment To Hoa Xxxxxx0187","Transfers",,-75
2019-05-03,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,1758.97
2019-05-02,"Total Checking - Ending in 1220","Subscription Acorns K5r7j9 Web Id: Xxxxxx2693","Dues & Subscriptions",,-1
2019-05-01,"Venmo Bank Account","Splitwise","Online Services",,-6.5
2019-05-01,"Venmo Bank Account","Quang Tran Paid Vincef Utd Banquet","Other Expenses",,-10
2019-05-01,"Venmo Bank Account","Vincef Utd Paid Quang Tran Thu Tr R I Nha Anh","Other Income",,10
2019-05-01,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-8.52
2019-05-01,"Total Checking - Ending in 1220","Online Realtime Transfer To Wf Checking 8705 Transaction#: 8186","Transfers",,-500
2019-05-01,"Total Checking - Ending in 1220","Paypal","Transfers",,-5
2019-05-01,"Total Checking - Ending in 1220","Transfer","Transfers",,-300
2019-05-01,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-1125.92
2019-05-01,"Total Checking - Ending in 1220","Transfer","Transfers",,-1000
2019-05-01,"Chase Savings - Ending in 7709","Transfer","Transfers",,1000
